text,labels
Ocasio-Cortez says Dems are 'sitting on our hands' on impeachment #Resist #ResistTrump #FuckTrump https://t.co/qdpXEtqYXC,1
"@ZikoZik5 @sukh707 @ICC Former means which one, a Full Blown Religious Prayer on the Field or a Small Insignia which is there in the #DhoniKeepsTheGlove as he is an Honorary Army Officer ?",0
"#URGENT #Breakingnews #HappeningNow across the #UnitedStates on this #FathersDay #SundayAfternoon:    #MostAmericans are saying,  “We agree. They’re right. Trump is #NOTmypresident. #TrumpIsACriminal, #TrumpIsAFraud and #TrumpIsATraitor. He will always be an #IllegitimatePresident.” https://t.co/JDU1KJUZUY",0
Slazenger Footwear from Rs.449 @ 88% Off    https://t.co/jlltfTlHKl    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,1
Ladies and gentlemen I present the overwhelming favourite to be our our next Prime Minister Mr  #borisjohnson.  Do we really want a nasty piece of work like him leading us in into #brexit!  #BorisJohnsonShouldNotBePM https://t.co/s4jzJzRxgW,1
#ShameOnICC  Prize ceremony time of @ICCWCup2019   It's look Amazing https://t.co/F5n4hHVXqk,0
"Boris isn't even PM yet but he is already destroying trade with the EU and enriching his friends - We know what type of Boris we will get - Inept, indolent and offensive - a UK Trump without ANY of the economic firepower Nutter!  #BorisJohnsonShouldNotBePM #BorisJohnson https://t.co/VxyettyYXQ",0
#DoctorsFightBack  Will 'The Mad n Irrational Dictator' Mamata Banerjee listen to Dr. Harsh Vardhan when she has not picked up telephone calls of Prime Minister and Governor of West Bengal? https://t.co/JOKE9gQeiS,0
How many more abuses and apologies ???? Action needs to be taken against such people #GandiNaaliAbuse,0
@gailendavid @PressSec @realDonaldTrump They're going to quickly throw her ass in a retirement home and be done with her as soon as they get the chance. #FUCKTRUMP,0
"@WhiteHouse Hey, You! Get off of my flag! #TrumpIsATraitor",0
"@HMOIndia  @AmitShahOffice     @BCCI should be brought under GoI control. Full of corrupt, compromised cowards who for the sake of money always letting us patriots down. Failed to take @ICC head-on in this matter of national pride. Shame!!. #DhoniKeepsTheGlove",0
A Real Leader .... #fucktrump #NotMyPresident @POTUS @realDonaldTrump https://t.co/97HEDeZ1jM,1
@Forever_Carrie @carrieunderwood He is very immature and lacks character. A good man would know how to treat a lady and move on without drama. #Cad #Douchebag #Tool,0
 spycam lesbians kazakhstan dating sites cum grannies doctors oral sex pussy fuck ass fucked girl getting fucked clips nipples sex phat ass fucked fuck housewife girls have real sex sex stories real nipples cock pic.twitter.com/cvyIiSjtEf,1
Yes dhoni Bhai you will keep the gloves because you are in army and you giving respect to army what is the matter #DhoniKeepsTheGlove,1
.@ohnoitsdapopo oh hey its a 'tough guy' with a badge assaulting citizens for no reason 🙄 #Douchebag #BadCop,1
#ShameOnICC u have so much time to inspect players gloves but failed to checked weather before organising big cricket event like #WorldCup2019,0
@piersmorgan @Iromg How ashamed are you for the phone hacking scandal? #dickhead,1
She lost her mind. Hey god plz save us from those goons #DoctorsFightBack https://t.co/Nr3beYXp0y,1
Trending of #ShameOnICC shows how much we are focussed over the real world needs.,1
Men's Unisex Anti Trump AF T-Shirt in Extended Sizes - Small up to 5x https://t.co/cCONVvIIWf  #fucktrump #antitrump #votebluenomatterwho https://t.co/yulXdMQnkF,1
Who needs to see Boris in a debate? This is all we need to know. #BorisJohnsonShouldNotBePM #ScotlandDoesntVoteTory #DemocracyIsAJoke #GlobalElite https://t.co/Xvh1dLKEWK,1
@realDonaldTrump Extra #orange in Iowa! Look at all the #orangerouge that the #OrangeManBad is! #FuckTrump #TrumpsAnInternationalDisgrace #TrumpLoser #TrumpIsADisgrace https://t.co/093wENbjko,0
"@POTUS to @GStephanopoulos the other day, 'No collusion occurred in 2016, but I'm open to it on 2020.' #FactsMatter #TrumpRussia #TrumpIsATraitor #ImpeachmentHearingsNow #LockHimUp #2020PresidentialElection #BlueWave2020 #FBR #Resist",1
".@ShailendraS7, Sports Guru: These people have managed to sort of very causally push across their mistakes. I feel this is a serious issue as it affects not only the #worldcup but cricket at large     #ShameOnICC https://t.co/AWWOlaPG1D",1
Video of protests in evening by Delhi Sikhs make me proud. Good lessons learnt from past. Also a slap to those who mock Delhi Sikhs with 'b' slurs or say Sikhs in other states don't know how to stand for themselves. Nope. They do. They very much do. #FuckDelhiPolice,0
#GandiNaaliAbuse hey you supporters of Gandi Naali abuser say that person does not know Hindi. Was he intending to speak in Italian language which is not a language in Indian Parliament. The same abuse should apply to those who shower it.,0
@realDonaldTrump You're getting impeached! #fucktrump https://t.co/eI1Kqnq4IP,0
@politvidchannel #TrumpIsATraitor why does this useless sack of shit still have his freedom,0
10 years   09 years   08 years   07 years   06 years   05 years   04 years   03 years   02 years   01 years   09 Month   06 Month     Girls raped by people   Belongs to our Society  Our Nations   I never imagined even   How these black heart   Devil soul   Moving in our Society  #Rapist   #Justice,1
@ICC Latest design of #WC2019 trophy. #CWC2019 #CWC19 #ShameOnICC https://t.co/g3mRuphBzE,1
"It’s another week - let’s do the #BoJo poll again.    #BorisJohnson   Do you love him and believe in #Boris4PM, or think #BorisJohnsonShouldNotBePM ?",1
"@BrianKolfage @realDonaldTrump did you mean *too* instead of *to*?..  C'mon Mister America, do you not know the difference between *too and *to?  #fucktrump  #fuckyocouch",1
Doctors strike continues across nation they need justice for them. #DoctorsProtest #DoctorsStrike #DoctorsFightBack,1
@FootballPoll2 @ESPNcricinfo @ICC Oh really but @icc can covered the ground right . Btw #shameonicc  know the weather of england before they annaunced #iccwc2019 understand ! Thats it #viratkohli #teamindia,1
@TimesNow Kerala Government with #RAPIST   Women are not safe in communist kerala!,0
World cup turning out to be raincup while @ICC giving us a world cup where we get to see every drama related to the sport except a good cricket match #ICCWorldCup2019 #ShameOnICC #raincup @ECB_cricket @BCCI https://t.co/Sr7HVIJ1VB,1
"@haaz1q You didn't get this yet.? Its the #AntiMuslim party going on, nobody want to disturb this.",0
"@rajeev_mp @msdhoni @adgpi @imVkohli @BCCI The best answer to @ICC activism.    Get 50,000 T-Shirts / Caps printed with the #BalidanBadge &amp; distribute among the spectators tomorrow. Flood the stadium with #BalidaanBadge.    #DhoniKeSaathDesh #Dhoni #DhoniKeepsTheGlove #ICCWorldCup2019  #IndiaStandsWithDhoni @virendersehwag",1
@CobyAscott That stupid ass haircut alone says it all ... once a #douchebag always a douchebag . #TRUMP2020LANDSLIDE 🇺🇸👊,0
We Hold Scalpel To Operate And Cure  Not Guns To Treat Mankind Insecure    We Give Painkillers To Reduce Your Pain Not Wound To Make You Blood Stained We Cure Secure And Serve As True Nationalist   We Are Doctors Not Terrorists !   #DoctorsFightBack,1
I really don’t #sleep well at night knowing I wronged someone. I can’t imagine for a second how #LindaFairstein or the #NYCPolice officers sleep at night knowing they lied and locked up #innocent kids while the actual #rapist was out there. #Sad,1
Congressman says he supports prison for people who get abortions #Resist #ResistTrump #FuckTrump https://t.co/v97wgsRmLn,1
Congratulations Michael Phelps for winning Cricket World Cup 2019    #ShameOnICC https://t.co/q3mN7GtnkF,1
@ProfMKay #DoctorStrike  Police officer at CMRI Hospital slapped a junior doctor in the evening 'without provocation'     Do think the idea work in #WestBengal under #TMC chief #MamataBanerjee ?  #SaveTheDoctors   #SaveBengal   #DoctorsFightBack   https://t.co/ZM53stD0em,0
Read: OSC Letter recommending Kellyanne Conway removal from White House post #Resist #ResistTrump #FuckTrump https://t.co/iammkwJLIz,1
@NOLAnews All these states legalizing Medically Assisted Suicide But won’t Legalize #Castrating #Rapist,1
@realDonaldTrump You do realize no one believes a word you say. #NervousDonald #AmericansForImpeachment #WorstPresidentEver #TrumpIsATraitor,1
@GovHowardDean #JackieO was an American treasure who inspired millions of Americans and made us proud. Melania is a Russian whore. #Putin's left over.   #TrumpIsATraitor  #JohnMcCainDayJune14  @FLOTUS https://t.co/HxTEMF4Xx8,0
What do you get the man who lies about everything? #JohnMcCainDay #FuckTrump #LiarInChief #TraitorInChief #ImpeachTrump #Resist,0
Opposition is a shame to the country... #GandiNaaliAbuse,0
@realDonaldTrump @RepAdamSchiff Just more lies from the Putin-installed #LiarInChief   #TrumpRussia   #TrumpIsATraitor,0
@JesseFFerguson @ryan1self Don’t forget they haven’t done a White House press briefing in about a year and just fired @PressSec Sarah BS Sanders. #TrumpIsATraitor,1
"Sudan 🇸🇩, Germany 🇩🇪 loves you   #IAmTheSudanRevoloution #BlueForesudan #HQ_massacre   #Africans4Sudan #SudaneseUprising #SudanMassacare #ShameOnICC https://t.co/wbYsqQWYZK",1
"@RepMarkMeadows You obviously haven't read the report, what does Putin have on all of you, that you're willing to sell yourself and country. #TrumpsWorseThanNixon #ReadTheMuellerReport #FuckTrump",1
"@ryanstruyk I have been a life long Republican. TRump @realDonaldTrump has destroyed the party.  I am now a democratic, for life.  #TrumpIsGuilty   #TrumpIsAMoron   #TrumpIsADisgrace   #TrumpIsNotAboveTheLaw   #TrumpIsATraitor   #TrumpIsAFraud   #TrumpIsTheEnemyOfThePeople",1
Donald and the Delusion Discount #Resist #ResistTrump #FuckTrump https://t.co/UJHYEn74ZR,1
@JodiEngen @ScottNevins No big surprise! I wouldn’t expect anything less! #DICKHEAD!,1
"@realDonaldTrump Glad to see her go, hate to watch her leave.    Who's up to replace her? Mad Dog Hate Speech Pirro?  #fucktrump #trump2020 https://t.co/GVgbgq845V",1
"If it helps, they'll take it. If they have to pay for it, they won't. In other words:    #TrumpIsATraitor https://t.co/Sz0I6MNTkQ",0
So basically he’s not vegan #dickhead 🙄 https://t.co/Z2SPDxudxp,0
Pride in Pictures: Toronto Pride is one of the largest in the world #Resist #ResistTrump #FuckTrump https://t.co/3S5LJbeoYg,1
Well I laughed.   #dickhead https://t.co/hcQ1mlatgU,1
Boom like your fake attack on The Japanese ship you incompetent TV watching old nasty liar? Only way to get you 🍄up? Where’s Eric Prince? #wagTheDog #TrumpsConcentrationCamps #TrumpIsATraitor #NoIranWar #impeachment,1
"#Judge orders #child #rapist to pay his #victim, 13, just 20 in compensation - Jun 16 @ 12:49 AM ET https://t.co/BImlcWoPFq",0
@realDonaldTrump Since it's your birthday #FUCKTRUMP #JohnMcCainDay,0
@ICC Dear ICC focus on improving the standard of Umpiring.Which is important than then dhoni's Gloves. @BCCI @StarSportsIndia @cricketworldcup #DhoniKeepsTheGlove https://t.co/6fVW93rvzg,1
"If we desire respect for the law, we must first make the law respectable.  #DoctorsFightBack",1
"Now we can add #FlagRapist to the resume of #Traitor, #Pedophile, #Racist, #Rapist and serial sexual predator of women @RealDonaldtRump! https://t.co/2nBGNxGIsi via @HuffPostPol #MeToo",0
@matthwatson @TheRealOJ32 We know the real OJ. #murderer,1
"Trump says the Dems' are now 'playing' the seldom used  'Contempt Card' 🙄    with 'Wilbur' Ross and Bill Barr, this fucking idiot thinks 'Contempt of Congress'  for ignoring Congressional Subpoena's, is a fucking game! 🤬                        #ImpeachTheMF  #FuckTrump",0
"@realDonaldTrump Our #FakePresident is more worried about a few stabbings overseas, but is blind to the 100s of deadly shooting in the U.S. every week! Do your job Trump - you are the disaster!!  #TrumpIsAPathologicalLiar   #TrumpIsATraitor #DonaldIsScared",0
"Boris Johnson’s campaign to become PM and unite U.K. is sheer duplicity. In 2004 he published a poem calling for the 'extermination' of Scottish people, in the Spectator. One line states “polluting our stock”. #BorisJohnsonShouldNotBePM #GeneralElectionNow  https://t.co/LCMpuS8p3v",1
"#murderer the hatred, #Cop Says Man Has A Gun Until He Realizes He's Being Filmed https://t.co/0AjKLoetHR via @YouTube",1
@GOP @realDonaldTrump is a #traitor to #America!   #FuckTrump #TrumpMustResign #TrumpMustBeLockedUp #AmericansForImpeachment #TrumpIsATraitor #Treason https://t.co/kbaW8VjwKN,0
#DoctorsFightBack also we want an apology from hon'ble CM bcoz she has insulted the entire doctor fraternity of india by giving communal anlge to this entire matter ..shame,1
@Stop_Trump20 @ResistanceNOW77 Stupid @realDonaldTrump   The faux king @POTUS   The night of November 3rd 2020.    SHAME  #TrumpForPrison2020   #TrumpForPrison   #TrumpForJail2020   #TrumpisaTraitor  #DumbDonald   #desperate #DonaldTrump   #ImpeachTrumpNow   #ImpeachTrump   #TrumpIsACriminal   #ImpeachTrump   #FBRParty #FBR,0
"@kathygriffin #Kathy, #PrideMonth will be over when I attend @AHellOfAStory on July 31st, but I'm going to proudly wear my #TeamKathy 👕 t-shirt! (still available on https://t.co/33kJjY69wq!)  I wonder if @RegalMovies will let me bring my #FuckTrump mug into the #movie #screening? #AHellOfStory",1
@therealduglop65 @monkeyface__ THIS IS HORRIBLE!!!! THIS IS ANTI-AMERICAN!!!! #FUCKTRUMP #FUCKTHEGOP AND #FUCKHERTOO 😡😰🤬🤢,0
"#EVMsarkar seems to be desperately wanting to TOPPLE #WestBengal Govt - and using #IMA (#indianmedicalassociation ) as a TOOL !    #Doctors who are members of IMA, are SITUATIONAL PRISONERS !    #DoctorsStrike is FOR THIS, which is being staged by #IMAFraud !    #EVM #EVMPM #Mamata https://t.co/qQGLg10fgv",1
#fucktrump #trump2020  TRUMP IS A USELESS FUCKING IDIOT    HIS COMMENTS IN BIDEN HAVE NO VALUE    EXCLUSIVE: President Trump hits Joe Biden on policy flips: 'He has recalibrated on everything' - ABC News -  via @ABC https://t.co/EDwJ3dEZkq,0
Whats @Swamy39 priority in life?    #ModiJiPleaseInkoKaamDo     #AbortionIsMurder #INDvAUS #AUSvIND #INDvsAUS #DhoniKeepTheGlove #JusticeForTwinkleSharma #JusticeForFarishta #Bharat #FreePrashantNow #DhoniKeepsTheGlove #WestBengal #Tirupati #GabbarisBack #SachinOpensAgain #starc,1
Twitter is ‘researching’ whether or not they should allow white nationalists to send racist tweets #Resist #ResistTrump #FuckTrump https://t.co/DOEO8NBt3b,1
@Markfry809 I blocked him!  #MURDERER,1
@kathrynresister He. Is. A. LIAR. #maga #fuckTrump #PrisonForTrump #LockTrumpsUp,1
This is what your country will soon look like if you EVER let #China in-in any way‼️Finance/joint ventures/land ownership/infrastructure or 5G‼️Yes they own HK but we got complacent while Britain had it’s 99 year lease-this is no longer the #HongKong we knew!💔💔💔#BoycottChina🇨🇳 https://t.co/lyHbzpseOZ,1
England's cricketers wear a poppy on their collars against India to remember those killed in conflict https://t.co/pCaZyTUlMG in 2016. Then why stop dhoni to wear the balidaan batch.  #DhoniKeepsTheGlove,1
@ICC @HomeOfCricket @englandcricket @askBCCI @cricketausmedia     How can ICC organise a world cup in such weather. Its highly unfair to teams and biased on part of ICC. #shameonicc https://t.co/wvKcaPNDJ6,1
"Meanwhile in India, 13 IAF men are missing with their plane ✈️ for six days, and nobody has an idea what became of them, but a pair of gloves 🧤 is more important!  #AN32 #DhoniKeepsTheGlove",0
India's pride can't be diminished by a pack of British Morons @ICC  Show your support for @msdhoni  Change your dp..    @M_Lekhi awesome move!    #IndiaWithDhoni  #BalidanBadge  #DhoniKeepsTheGlove https://t.co/qC2sGhnISm,0
Doctors at #Cuttack district headquarters hospital wear black badges to express solidarity with their counterparts protesting violence against some junior doctors in West Bengal #DoctorsFightBack #DoctorsStrike https://t.co/EX35msTNVJ,1
Name the lie? #Murderer https://t.co/jeUKXvPgBs,1
I'm SOOO excited! Going 2 take my granddau 2 DC &amp; NYC 4 the 4th! Can I get away w/ holding up a #FUCKTRUMP sign on PA Ave &amp; taking a selfie? I haven't been on a vaca like this n 30 yrs. I never thot I'd b able 2 travel again b4 my hip surg.   #SUMMERVACATION  #DCNYCHereWeCome,1
I stand with him ...He always made us proud 🙏✌#DhoniKeepsTheGlove,1
@RealSkipBayless You are quite the #douchebag,0
Hey! I'm just stoked! It's #JohnMcCainDay!!! He used to be SO FUNNY some times. Full of life and such an honorable man! He would never believe the horrors that are happening in just the short time since he passed away.@MeghanMcCain @TheView #TrumpIsATraitor   @BarackObama #Biden https://t.co/AVxUeOJK1G,1
Retweet this forever. #TrumpRussia #TrumpIsACrook #TrumpRussia #TrumpIsATraitor https://t.co/15NxEvoKcd,0
#GandiNaaliAbuse Some  of these abusive politicians are responsible for fanning hatred & incite atrocities across India. They are part of the problem & not a solution. People of the country have rightly rejected them. They cause immense harm to the society.,1
@PFantta Doctors should be back each time they r beaten up for doing the duty?? No matter even if they r killed but they should do their duty..  #DoctorsFightBack,1
How she is relating the doctors security issue with political issue.. i guess she wants to make it political...🙄  #DoctorsFightBack   #DidiVsDoctors #doctorsstrike https://t.co/fXYr0ihP69,0
Happy John McCain Day! cc:@realDonaldTrump #BoneSpurs #ImpeachTrumpNow #TrumpIsATraitor https://t.co/TbAa1bKBui,1
"it's a sure bet that trump jr. has not read #muellerreport, thus has no idea the size of the pile of shit he'll have to dig himself out from.under during senate intel hearing today. #fucktrump",1
@artporns . @BryanCranston is just a tired Leftist made rich by exploiting violence and glamorizing misery (and smoking). #Douchebag,0
If any other country handles the way ICC handles they will them up for poor preparation     #ShameOnICC,0
This is really funny 😂. Rain is the top of the table😜.     #ShameOnICC https://t.co/ASQNThGuK8,1
God I miss 44 #fucktrump #waytogivethanks #culvercity #california #greattribute #greatpresident #obama #44 #myreasontosmile #trumpwillnevergetmyvote #nostreet #foryou #incali #jackass #california #missesobama #gone… https://t.co/nOmxDE4Tgm,1
#huckabeesdaughterlies #huckabeesdaughterlies.... your daughter lies so much you cant tell the difference betwern her and #trumpisatraitor https://t.co/oUUHNifisx,1
indian Hospitals....shame on you government of #India #DoctorsProtest #DoctorsFightBack https://t.co/ws4952uFks,1
"@PaulaEbbenWBZ I’m thinking he can’t make it on the outside and wants to go bck to the can, looks like he will be successful #Creepy #SlimeBall #Murderer",1
@TeamTrump @realDonaldTrump This comments thread is a real 'who's who' of whote supremecy! #TrumpsAmeriKKKa #TrumpDumpsters #FuckTrump #NotMyPresident #LockHimUp #LoserTrump #Criminal,1
"@ConnorAves #murderer, think of it’s family!!!!",1
@AndrewWilliamP7 @Feroxbill1 @Harry76050237 Oh a bit of a smart ar*e Andrew... if I were you I’d check who started the thread &amp; who jumped on to it...that way you won’t make as big an ar*ehole of yourself as you normally do!!!  Save you looking...I started this thread!!!  #DickHead,0
Chiii thuuu... really #ShameOnICC can't even handle that...? Reply my previous tweet !!,0
Ancestor behaviour you are NOT proud of .... Charles Peace #burglar #murderer ..... can’t choose your fam https://t.co/wuXUYA01hd,0
Seems ICC forget what is called nationalism! Who are they to ask &amp; remove gloves of dhoni.  Today they ask this next time will ask to remove 'कलावा' from players hand and then 'माला'।  Let's say No to them...   #DhoniKeepsTheGlove   #DhoniKeSaathDesh   #IsupportDhoni,1
@ICC still has time to change the schedule of @BCCI vs @TheRealPCB match before it gets washed out on Sunday. The people of both nations wait for 4 years for this contest and if the game is cancelled than ICC have no idea about the heat they’ll have to face. #ShameOnICC #ENGvsWI,1
I think @ICC should focus on uphelding sports man sprit  rather than @msdhoni gloves. @BCCI #supportdhoni  #DhoniKeepsTheGlove,1
Still @ICC was busy in Doing Politics over @msdhoni's #balidaanbadge out of Four years @ICC has to conduct #wc Matches but @ICC  Is Centered towards @msdhoni  @ICC You should go to hell. Incompetent is on high level such a #Shame @ICC  #ShameOnICC,1
"Please really, really imagine for a second, for a nanosecond about the insanity required to even consider #borisjohnson as the Prime Minister of this country? #BorisJohnsonShouldNotBePM   There can’t be anybody alive that is stupid enough to consider this idiot for the job",1
@Tazaryach Home of the #douchebag.,1
FCKNG #freaktrump #narcissist #psychopathTrump #sociopathTrump #liarTrump #moronTrump #idiotTrump #bozoTrump #criminalTrump https://t.co/arrlw0MIYj,0
"I’m not a fan of tv debates but what sort of coward and incompetent do you have to be, that you know if you have to debate you are likely to lose support?? #BorisJohnsonShouldNotBePM",1
"#DhoniKeepsTheGlove | WATCH: Sports Minister Kiren Rijiju issues statement backing MS Dhoni over 'Balidaan Badge', tells BCCI to take up the matter with ICC and keep government in the know as nation's pride is involved    https://t.co/zuo5335Rjr",1
"The CM of the State, also the Health Minister, and such a ruthless response to the State Governer?? @MamataOfficial has completely lost the #WestBengal The situation is worse than what is actually looks from the videos/pictures at Social media &amp; News #DoctorsFightBack #SaveBengal https://t.co/4wz5uHDCUv",1
@POTUS   @WhiteHouse   @FLOTUS   @EricTrump   @DonaldJTrumpJr   Happy #JohnMcCainDay !  #ImpeachTrumpNow   #TrumpIsATraitor https://t.co/bMNhCzKbTu,1
"Those who beat up doctors,are anti-nationals.#DoctorsFightBack",0
"Gang raped a 8 yrs old girl for more than a week, called someone from #UttarPradesh to rape her, kept her confined in a #temple (no respect for #god) then #murderer her &amp; what do u get?  Life term or 5 yrs 😁  You'll still breathe happy  Cheers to #NewIndia  I am not at all satisfied https://t.co/v0zdCIn3TG",1
This is what happens in this world today and it’s so fucked up this was all so uncalled for. So for this I say once again.... #FUCKTHEPOLICE #FUCKTRUMP #FUCKTHEGOVERNMENT https://t.co/aUM4aL9gAN,0
"Seriously, can we just get rid of this dumbass already??  What does this pos have to do before we impeach his ass and see him off to prison??  #FuckTrump #TrumpIsADumbass #NotMyPresident https://t.co/N2oqsWgVe6",0
#JohnMcCainDay Thanks for fund raising on the promise of Obamacare repeal from Republican voters only to screw them over by deciding it was more important to put yourself first just to screw Trump in a personal vendetta.    'preciate it. #AmericaFirst #Douchebag https://t.co/5giVVk9VKG,1
"@MeckeringBoy Or all of the above, and some. He really does take the term #Dickhead to a new level.",0
This Is Exactly What Privacy Experts Said Would Happen #Resist #ResistTrump #FuckTrump https://t.co/QIkI5tu49h,1
"Trump can't help but lie, even when the original lie was found to be a lie and verified a lie by others he'll stick with the lie. It's his world and his lies and his bubble. #FuckTrump https://t.co/fJj7ZbAH1e",1
@LindseyGrahamSC @realDonaldTrump Of course he'll shoot his age! He cheats. #DerangedDonald #TrumpisaCrook #TrumpisaTraitor #TrumpHatesAmerica,0
WaPo: NRA paid thousands to board members for services #Resist #ResistTrump #FuckTrump https://t.co/uVLLjGZprD,1
This cop called for America to slaughter all ‘sodomite reprobates.’ They’re letting him ‘retire.’ #Resist #ResistTrump #FuckTrump https://t.co/2gu2um9WfK,0
#Alabama is fuckin #SICK - court forces #rape survivor to allow #rapist to have visitation with children https://t.co/OYvPFA1AQE,0
Trump's remark stuns CNN panel: 'Whose side is he on?' #Resist #ResistTrump #FuckTrump https://t.co/xcIQg9xCZL,1
#Trump Tweets About Epic Interview Fail &amp; Gets Mocked Like A Clown #TrumpIsATraitor #VoteBlue2020  https://t.co/5s2tNnBY8u,1
Call themselves the most  developed country in the world. Call Cricket  as the national sport of the country.  Yet cant  cover their ground during rains in  the biggest cricket tournament in the world.  Shame on @englandcricket   Shame on @ICC     #ShameOnICC,0
What I cannot understand is how the GOP continues to turn a blind eye to #TraitorTrump and continue to support him. He admits to illegal actions to win at all costs. The GOP sold their souls when they nominated trump. It's all about making profits. #Resist #TrumpIsATraitor,0
@realDonaldTrump Yep... We refuse to let the propaganda pushing @foxandfriends influence us from throwing you out of office one way or another. #DelusionalDonald #TrumpIsATraitor,1
@TulsiGabbard And another....     Welcome to the puppet show my friends     #MAGA  #FuckTrump https://t.co/GN0O6jrExk,0
@PressSec @realDonaldTrump Good riddance. Sinking ship.   #DitchMitch2020   #TrumpIsATraitor   #TRUMP   #GOPCorruption   #GOPComplicitTraitors   #GOPComplicit   #GOPWarOnWomen   #Resist   #BlueWave2020,0
@republic #DhoniKeepsTheGlove #DhoniKeepTheGloves  @ICC @ICCMediaComms go to hell ICC... we are not giving away anything !! Ask pakistan team to stop praying namaz on field first !! @BCCI have some guts and back bone and stand up against this hypocrasy to ICC @sudhirchaudhary @ZeeNews,0
"@realDonaldTrump spent over $100M in 2 yrs. playing golf and promoting his resorts but he says nothing about 9/11 responders illnesses, the horrific number of deaths due to their trying to save so many lives! Trump doesn't give AF about anyone but himself! #FuckTrump #FuckGOP",0
"Our narcissistic president is an embarrassment as a human being, yet he represents America.  I am ashamed!  His interview on ABC was unbearable to watch.  Lies, lies and more lies.  He can’t even show respect by looking at people that he is talking to.  #douchebag https://t.co/uCioplXtUh",0
"Britain: (While colonizing the world) If We Don't Leave Your Country Today, We Have Reserve Day's !      Britain: (While hosting the Cricket World Cup) We Have Rain Day's ! 😡    इन अंग्रेज़ो ने आज भी परेशान कर रखा हैं! 😒  #INDvsNZ #ENGvWI #cwc19  #ShameOnICC",0
"@realDonaldTrump Spanky, in between fart-tweeting and inhaling Nambian covfefe in front of Faux Fox news, I hope that you're practising your biglyest Nazi salute &amp; goose steps #TrumpIsATraitor #TrumpIsAMoron #ImpeachTrumpNOW #TrumpCrimeFamilyForPrison #TrumpIsARacist #DerangedDonald #TrumpLies https://t.co/Ncc9LHoa7s",0
It's ICC RAIN WORLD CUP 2019. Totally flopped.  #ShameOnICC #icc #CWC19 #RainStopsMatch https://t.co/g5WhLHUcGZ,1
Either rain or  one sided games. This World Cup sucks big fucking time. @ICC @cricketworldcup #ShameOnICC #RainStopsMatch #ENGvsWI #CWC #INDvNZ #WorldCup,0
@RWPUSA @NorCalAntonio @nytimes #TrumpIsATraitor  He should be long gone by now.,1
"Dear @ICC   It's not only symbol.  There are emotions attached with it,  #DhoniKeepTheGlove   #DhoniKeepsTheGlove #Dhoni #DhoniAtCWC19 #DhoniKeepBalidaanBadgeGlove https://t.co/iOLaEF5pNO",1
@GitaSKapoor @narendramodi BCCI ne captain ke sivay kishiko bhi wave back karne ko strictly mana Kiya hai.😁  Due to #DhoniKeepsTheGlove,1
Worst World Cup Ever 2019 !!     @ICC  #ShameOnICC #WC2019,0
"@LindseyGrahamSC Whoops, too late! #TrumpIsATraitor     #HappyJohnMcCainDay   #JohnMcCainDay",0
Hey #doctors_against_assualt and #IMAFraud and @BJP4India @MukulR_Official @me_locket @KailashOnline @drharshvardhan @MoHFW_INDIA  👇for partisan and divisive guys like you https://t.co/Zvyr9oon31,1
#BorisJohnsonShouldNotBePM Johnson published a poem as editor of the Spectator in 2004 joking about the 'extermination' of the 'verminous' #Scottish people    #Indyref2 #Scotref   https://t.co/z19zJgPQLl,0
This is why UP Police took @PJkanojia by force who were in civil dress claims his wife.....    Why is this news not a national outrage?  #IStandWithPrashantKanojia   Why #DhoniKeepsTheGlove is important and not the missing #AN32 ?    Time 4 media 2 get their priorities right  #SaveNews https://t.co/ufiEwOU4RP,1
I counted at least 12 'tremendous' &amp; 14 billions in Agolf's speech. 🙄 #DoYourJobMitch #resist #FuckTrump #ResistTrump #TheResistance #Resist,0
@igitwp I’m not gonna waste my time on someone who believes in conspiracies #wasteoftime #fuckoff #dickhead #scatterbrain #provaccines #9/11wAsaninsidejob #thefrogsaregay #nibba,1
@realDonaldTrump MSB(#Murderer) is snapping his fingers at you. https://t.co/xdQVnCWQSA,0
All cricket board announced their official jersey for upcoming matches.   #ShameOnICC https://t.co/5C7HpRikD9,1
@Queerty LMAO! 😅   Gross. 😐   What a trainwreck.   Gay #douchebag,0
"@Mat0816 @RandyResist @LeahNTorres 'No child, just an embryo.' Wow. 😐😑 No baby, just a toddler. No toddler, just a preschooler. No preschooler, just a Kindergartener. No kindergartener just an older child. Not older child, a teenager. Do you hear how stupid your argument is? No acorn, no oak tree. #murderer ☹😞",1
Junior doctors refuse to meet #Mamata at Nabanna. Wants CM to meet them and end the impasse. Doctors to continue with their strike.   #DoctorsFightBack #IstandwithNRS #NRSMCH #SaveTheSaviour #SaveBengal https://t.co/QfC2Apk8pm,1
Rain may dampen Star's plans to earn around ₹100 cr from India-Pak WC match #CricketWorldCup2019 #INDvsPAK #ShameOnICC #hotstar #IndianCricketTeam https://t.co/quAs7wiWet,1
Hey @ICC @ICCMediaComms !  Love from India. 🇮🇳  C.c  @PMOIndia @adgpi @msdhoni  @DefenceMinIndia @majorgauravarya @MajorPoonia @GeneralBakshi @sudhirchaudhary @dna @BCCI   #DhoniKeepsTheGlove #BalidaanBadge #DhoniKeSaathDesh #BalidanBadge https://t.co/gZh0j3BBbr,1
